Timestamp,Gender,State,Parent Education Level,Household Income Level,Study Duration,Study Frequency,Learning Style,Study Resources,Past Exam Practice,Study Space,Attendance,Study Impact by extracurricular activity,Teacher Support,Progress Monitoring,Performance,Score Level
2024-05-23 20:23:02,Male,Kebbi,University,Low income,Less than 1 hour,4-6 times a week,Reading notes,Videos,Sometimes,Yes,Never,Helps a lot,Always,Rarely,I performed worse than expected,> 270
2024-02-12 15:08:18,Male,Katsina,No formal education,Low income,2-4 hours,2-3 times a week,Group discussions,Online materials,Never,Yes,Almost always,Helps somewhat,Rarely,Often,I performed better than expected,200 - 270
2024-01-10 19:10:01,Female,Ebonyi,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,Every day,Group discussions,Textbooks,Never,No,Sometimes,Helps a lot,Usually,Always,I performed better than expected,> 270
2024-09-25 02:19:16,Male,Katsina,No formal education,High income,1-2 hours,Once a week,Listening to lectures,Videos,Often,No,Always,No impact,Never,Rarely,I performed as expected,200 - 270
2024-08-22 03:39:02,Male,Kano,University,High income,1-2 hours,Never,Hands-on practice,Textbooks,Always,No,Sometimes,No impact,Usually,Often,I performed worse than expected,120 - 200
2024-10-07 08:02:19,Female,Adamawa,University,Low income,1-2 hours,Once a week,Group discussions,Textbooks,Sometimes,Yes,Almost always,Helps somewhat,Rarely,Often,I performed as expected,200 - 270
2024-03-11 10:12:30,Male,Taraba,Primary school,Low income,More than 4 hours,Once a week,Hands-on practice,Tutor,Often,No,Always,Helps somewhat,Sometimes,Sometimes,I performed as expected,200 - 270
2024-09-07 19:43:57,Female,Plateau,No formal education,Middle income,Less than 1 hour,4-6 times a week,Watching videos,Past questions,Often,No,Never,No impact,Never,Sometimes,I performed as expected,> 270
2024-04-12 21:45:39,Female,FCT,No formal education,Low income,1-2 hours,Never,Listening to lectures,Online materials,Never,Yes,Almost always,Helps somewhat,Rarely,Often,I performed worse than expected,120 - 200
2024-04-09 07:05:54,Female,Jigawa,Secondary school,Middle income,More than 4 hours,Never,Hands-on practice,Past questions,Rarely,No,Always,Hinders somewhat,Sometimes,Never,I performed worse than expected,< 120
2024-07-20 23:00:47,Female,Kwara,Secondary school,Low income,Less than 1 hour,Never,Hands-on practice,Past questions,Sometimes,Yes,Rarely,Helps a lot,Sometimes,Sometimes,I performed worse than expected,< 120
2024-08-08 01:58:38,Female,Osun,University,High income,More than 4 hours,Never,Reading notes,Tutor,Rarely,No,Always,Helps somewhat,Rarely,Often,I performed as expected,< 120
2024-09-19 18:00:19,Female,Kaduna,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,Once a week,Reading notes,Videos,Rarely,Yes,Rarely,Hinders a lot,Never,Never,I performed worse than expected,> 270
2024-09-01 22:07:34,Male,Kwara,Primary school,High income,More than 4 hours,2-3 times a week,Hands-on practice,Tutor,Often,Yes,Almost always,Hinders somewhat,Never,Sometimes,I performed better than expected,< 120
2024-10-05 22:20:14,Female,Delta,Primary school,High income,Less than 1 hour,Once a week,Hands-on practice,Videos,Never,Yes,Rarely,Hinders a lot,Usually,Rarely,I performed as expected,> 270
2024-07-05 08:41:06,Male,Kebbi,No formal education,Middle income,Less than 1 hour,Once a week,Listening to lectures,Tutor,Always,Yes,Always,Hinders a lot,Usually,Rarely,I performed better than expected,200 - 270
2024-04-13 13:31:03,Male,Lagos,Primary school,Low income,1-2 hours,2-3 times a week,Reading notes,Online materials,Never,No,Never,Helps a lot,Usually,Always,I performed better than expected,120 - 200
2024-03-25 19:10:13,Female,Imo,Secondary school,High income,Less than 1 hour,4-6 times a week,Hands-on practice,Videos,Never,No,Never,Hinders a lot,Always,Often,I performed better than expected,< 120
2024-03-24 03:49:06,Female,Cross River,No formal education,Low income,More than 4 hours,Every day,Reading notes,Textbooks,Rarely,Yes,Sometimes,Hinders somewhat,Always,Often,I performed as expected,< 120
2024-09-06 00:06:21,Male,Katsina,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,4-6 times a week,Watching videos,Online materials,Always,Yes,Almost always,Hinders a lot,Always,Sometimes,I performed worse than expected,120 - 200
2024-03-04 04:04:22,Female,Sokoto,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,Never,Reading notes,Past questions,Rarely,Yes,Sometimes,No impact,Always,Rarely,I performed better than expected,200 - 270
2024-02-27 11:31:25,Male,Zamfara,Primary school,High income,2-4 hours,Once a week,Watching videos,Tutor,Always,Yes,Rarely,Helps a lot,Always,Always,I performed as expected,200 - 270
2024-03-14 23:44:43,Male,Kebbi,No formal education,High income,Less than 1 hour,2-3 times a week,Group discussions,Tutor,Rarely,No,Sometimes,No impact,Usually,Always,I performed worse than expected,< 120
2024-09-27 05:34:16,Female,Kogi,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,4-6 times a week,Reading notes,Online materials,Sometimes,Yes,Never,No impact,Usually,Always,I performed worse than expected,200 - 270
2024-04-26 15:25:35,Female,Benue,Secondary school,Middle income,More than 4 hours,Once a week,Hands-on practice,Tutor,Never,Yes,Always,Hinders a lot,Usually,Often,I performed worse than expected,> 270
2024-06-18 15:16:36,Male,Kwara,No formal education,Middle income,2-4 hours,Only before exams,Hands-on practice,Online materials,Always,Yes,Always,Helps a lot,Always,Always,I performed worse than expected,120 - 200
2024-08-15 21:55:40,Male,Kwara,Secondary school,High income,2-4 hours,4-6 times a week,Listening to lectures,Textbooks,Often,Yes,Almost always,Helps somewhat,Usually,Never,I performed better than expected,200 - 270
2024-04-20 03:19:28,Female,Kogi,No formal education,High income,Less than 1 hour,Only before exams,Watching videos,Past questions,Often,No,Always,Helps a lot,Usually,Never,I performed as expected,120 - 200
2024-07-03 09:51:14,Male,Jigawa,Secondary school,Low income,More than 4 hours,4-6 times a week,Hands-on practice,Online materials,Always,Yes,Almost always,Hinders somewhat,Usually,Often,I performed as expected,200 - 270
2024-03-04 22:17:36,Female,Borno,University,Middle income,Less than 1 hour,4-6 times a week,Reading notes,Textbooks,Always,No,Almost always,Hinders a lot,Usually,Sometimes,I performed worse than expected,< 120
2024-08-25 04:14:44,Male,Plateau,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,Once a week,Group discussions,Tutor,Never,No,Always,Helps somewhat,Never,Always,I performed better than expected,> 270
2024-09-08 04:16:57,Male,Abia,No formal education,Low income,1-2 hours,4-6 times a week,Reading notes,Past questions,Sometimes,Yes,Sometimes,Helps somewhat,Rarely,Always,I performed better than expected,120 - 200
2024-06-30 20:59:45,Female,Kaduna,Secondary school,Low income,More than 4 hours,Every day,Group discussions,Online materials,Always,Yes,Almost always,No impact,Usually,Always,I performed as expected,< 120
2024-06-17 17:09:59,Male,Borno,No formal education,Middle income,1-2 hours,Only before exams,Watching videos,Tutor,Sometimes,No,Sometimes,No impact,Never,Always,I performed better than expected,200 - 270
2024-07-10 12:16:47,Female,Oyo,University,High income,Less than 1 hour,4-6 times a week,Reading notes,Past questions,Always,Yes,Sometimes,Hinders somewhat,Always,Rarely,I performed worse than expected,< 120
2024-03-01 19:42:18,Female,Nasarawa,University,Middle income,1-2 hours,4-6 times a week,Reading notes,Online materials,Often,Yes,Sometimes,Helps a lot,Rarely,Sometimes,I performed better than expected,120 - 200
2024-07-03 08:34:35,Male,Borno,University,Low income,2-4 hours,4-6 times a week,Listening to lectures,Videos,Never,No,Sometimes,Hinders somewhat,Usually,Rarely,I performed as expected,< 120
2024-03-24 18:50:16,Male,Borno,Primary school,High income,More than 4 hours,4-6 times a week,Group discussions,Tutor,Sometimes,No,Never,Hinders a lot,Sometimes,Never,I performed worse than expected,> 270
2024-07-27 21:22:35,Male,Ekiti,Secondary school,Low income,2-4 hours,Only before exams,Watching videos,Past questions,Always,Yes,Always,Helps a lot,Usually,Sometimes,I performed as expected,120 - 200
2024-10-02 06:39:49,Female,Akwa Ibom,No formal education,Low income,2-4 hours,2-3 times a week,Hands-on practice,Tutor,Often,No,Never,Hinders somewhat,Never,Often,I performed worse than expected,< 120
2024-05-16 07:07:02,Male,Anambra,Secondary school,Low income,Less than 1 hour,Never,Hands-on practice,Textbooks,Rarely,Yes,Almost always,Hinders a lot,Never,Always,I performed better than expected,120 - 200
2024-06-26 00:43:23,Female,Abia,University,Middle income,1-2 hours,Once a week,Listening to lectures,Past questions,Rarely,No,Sometimes,Hinders a lot,Sometimes,Sometimes,I performed better than expected,120 - 200
2024-03-29 14:51:19,Male,Enugu,Secondary school,High income,More than 4 hours,4-6 times a week,Hands-on practice,Textbooks,Always,No,Always,Hinders somewhat,Sometimes,Rarely,I performed better than expected,< 120
2024-09-06 08:01:26,Female,Borno,University,Low income,1-2 hours,Once a week,Group discussions,Past questions,Always,No,Never,Hinders a lot,Always,Sometimes,I performed as expected,120 - 200
2024-06-17 07:23:39,Male,Ondo,Primary school,Middle income,Less than 1 hour,Every day,Hands-on practice,Textbooks,Never,No,Rarely,Hinders somewhat,Rarely,Rarely,I performed as expected,< 120
2024-05-23 12:04:02,Female,Cross River,Primary school,Low income,1-2 hours,Only before exams,Reading notes,Textbooks,Never,No,Almost always,Hinders a lot,Sometimes,Always,I performed worse than expected,200 - 270
2024-08-03 07:39:01,Male,Kaduna,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Once a week,Reading notes,Online materials,Rarely,Yes,Sometimes,Helps a lot,Sometimes,Never,I performed better than expected,> 270
2024-05-17 13:28:13,Male,Yobe,No formal education,Middle income,Less than 1 hour,Never,Listening to lectures,Videos,Rarely,Yes,Always,Helps somewhat,Sometimes,Often,I performed as expected,120 - 200
2024-05-26 16:24:08,Male,Gombe,University,High income,1-2 hours,2-3 times a week,Reading notes,Online materials,Rarely,Yes,Almost always,No impact,Sometimes,Never,I performed worse than expected,> 270
2024-02-18 16:44:10,Male,Bayelsa,No formal education,High income,1-2 hours,Never,Hands-on practice,Videos,Often,Yes,Rarely,No impact,Always,Often,I performed as expected,120 - 200
2024-04-23 01:44:49,Female,FCT,Secondary school,High income,2-4 hours,4-6 times a week,Reading notes,Videos,Always,Yes,Always,No impact,Never,Never,I performed better than expected,> 270
2024-02-17 08:40:51,Male,Kwara,Secondary school,Low income,Less than 1 hour,4-6 times a week,Group discussions,Past questions,Often,Yes,Never,Hinders somewhat,Sometimes,Always,I performed worse than expected,< 120
2024-04-10 03:26:57,Male,Kebbi,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,Once a week,Reading notes,Online materials,Rarely,No,Rarely,Hinders a lot,Rarely,Often,I performed better than expected,200 - 270
2024-01-04 22:41:24,Female,Adamawa,"Postgraduate(Masters,PhD)",High income,More than 4 hours,Only before exams,Hands-on practice,Past questions,Never,Yes,Almost always,Hinders a lot,Never,Often,I performed worse than expected,> 270
2024-06-28 17:37:30,Male,Gombe,Secondary school,High income,2-4 hours,2-3 times a week,Reading notes,Online materials,Never,No,Almost always,No impact,Never,Always,I performed better than expected,200 - 270
2024-01-28 00:36:46,Male,Ondo,Secondary school,High income,More than 4 hours,Once a week,Group discussions,Tutor,Often,Yes,Almost always,No impact,Usually,Often,I performed better than expected,120 - 200
2024-04-30 01:49:43,Male,Rivers,"Postgraduate(Masters,PhD)",Low income,2-4 hours,4-6 times a week,Reading notes,Past questions,Always,No,Sometimes,Helps a lot,Sometimes,Always,I performed worse than expected,< 120
2024-01-20 03:57:48,Female,Plateau,University,Low income,More than 4 hours,2-3 times a week,Reading notes,Past questions,Rarely,No,Never,Hinders somewhat,Usually,Sometimes,I performed better than expected,200 - 270
2024-05-21 09:10:22,Male,Kwara,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Only before exams,Reading notes,Videos,Rarely,Yes,Rarely,Helps a lot,Sometimes,Always,I performed worse than expected,< 120
2024-05-08 13:19:20,Female,Enugu,Secondary school,High income,Less than 1 hour,Once a week,Hands-on practice,Videos,Often,Yes,Rarely,Hinders somewhat,Usually,Often,I performed as expected,120 - 200
2024-09-29 16:51:12,Male,Sokoto,No formal education,Low income,1-2 hours,Only before exams,Reading notes,Tutor,Never,Yes,Sometimes,Helps a lot,Always,Never,I performed better than expected,< 120
2024-07-01 00:37:50,Female,Zamfara,Secondary school,Low income,1-2 hours,2-3 times a week,Listening to lectures,Tutor,Rarely,Yes,Always,Hinders somewhat,Always,Never,I performed better than expected,< 120
2024-05-03 18:25:31,Female,Bauchi,Primary school,Low income,1-2 hours,Never,Reading notes,Online materials,Always,Yes,Sometimes,Hinders somewhat,Usually,Rarely,I performed worse than expected,200 - 270
2024-08-14 13:07:58,Female,Lagos,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,2-3 times a week,Watching videos,Online materials,Always,No,Rarely,Helps somewhat,Never,Rarely,I performed worse than expected,< 120
2024-02-25 04:29:41,Male,Benue,Primary school,High income,1-2 hours,Once a week,Watching videos,Online materials,Rarely,Yes,Rarely,Hinders somewhat,Always,Sometimes,I performed as expected,> 270
2024-06-20 15:34:30,Male,Lagos,Secondary school,Low income,Less than 1 hour,4-6 times a week,Reading notes,Textbooks,Sometimes,No,Always,No impact,Never,Often,I performed worse than expected,200 - 270
2024-04-26 12:26:11,Male,Sokoto,University,High income,1-2 hours,Every day,Reading notes,Videos,Sometimes,No,Always,Helps a lot,Usually,Never,I performed worse than expected,200 - 270
2024-07-21 16:46:08,Female,Lagos,Secondary school,High income,More than 4 hours,Only before exams,Reading notes,Tutor,Often,Yes,Rarely,Helps a lot,Always,Never,I performed as expected,< 120
2024-05-01 00:02:56,Male,Anambra,"Postgraduate(Masters,PhD)",High income,1-2 hours,Every day,Watching videos,Videos,Always,Yes,Almost always,No impact,Sometimes,Rarely,I performed better than expected,> 270
2024-07-25 00:35:51,Female,Benue,Secondary school,Low income,2-4 hours,Never,Listening to lectures,Textbooks,Always,No,Never,Helps somewhat,Always,Often,I performed worse than expected,< 120
2024-08-16 03:42:09,Female,Edo,"Postgraduate(Masters,PhD)",High income,More than 4 hours,Once a week,Watching videos,Videos,Rarely,Yes,Rarely,Helps somewhat,Never,Rarely,I performed worse than expected,< 120
2024-09-11 07:27:36,Male,Sokoto,Secondary school,Middle income,1-2 hours,Every day,Reading notes,Online materials,Often,No,Always,Helps somewhat,Never,Rarely,I performed as expected,< 120
2024-04-12 23:31:59,Female,Gombe,"Postgraduate(Masters,PhD)",High income,2-4 hours,4-6 times a week,Hands-on practice,Past questions,Always,Yes,Rarely,Helps somewhat,Rarely,Sometimes,I performed better than expected,< 120
2024-07-05 06:25:07,Male,Yobe,No formal education,Low income,Less than 1 hour,Only before exams,Listening to lectures,Videos,Never,Yes,Almost always,Hinders somewhat,Rarely,Often,I performed worse than expected,120 - 200
2024-09-20 06:09:53,Female,Osun,Primary school,Low income,More than 4 hours,2-3 times a week,Watching videos,Textbooks,Often,Yes,Always,Helps a lot,Rarely,Always,I performed as expected,200 - 270
2024-01-09 14:13:21,Male,Niger,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Only before exams,Listening to lectures,Past questions,Always,No,Always,Hinders somewhat,Never,Never,I performed as expected,< 120
2024-09-01 13:27:41,Male,Kebbi,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,Every day,Reading notes,Past questions,Always,Yes,Always,Hinders somewhat,Always,Often,I performed as expected,200 - 270
2024-02-21 12:26:13,Male,Sokoto,University,Low income,More than 4 hours,Once a week,Group discussions,Tutor,Often,No,Never,Helps a lot,Usually,Rarely,I performed better than expected,< 120
2024-08-26 23:05:57,Female,Taraba,"Postgraduate(Masters,PhD)",High income,More than 4 hours,Only before exams,Listening to lectures,Past questions,Rarely,No,Almost always,Helps a lot,Sometimes,Rarely,I performed as expected,200 - 270
2024-01-11 11:36:11,Female,Kano,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,Once a week,Listening to lectures,Tutor,Rarely,No,Never,Helps somewhat,Always,Never,I performed worse than expected,> 270
2024-10-04 20:29:49,Male,Akwa Ibom,No formal education,Low income,2-4 hours,Only before exams,Watching videos,Past questions,Never,Yes,Sometimes,No impact,Never,Often,I performed as expected,> 270
2024-01-15 15:48:28,Female,Zamfara,Secondary school,Low income,Less than 1 hour,Once a week,Reading notes,Textbooks,Often,No,Always,Helps a lot,Usually,Often,I performed as expected,< 120
2024-07-17 11:19:47,Male,Oyo,No formal education,High income,2-4 hours,2-3 times a week,Hands-on practice,Tutor,Never,No,Always,Hinders a lot,Always,Never,I performed better than expected,> 270
2024-09-07 19:19:49,Female,Gombe,"Postgraduate(Masters,PhD)",High income,More than 4 hours,Once a week,Hands-on practice,Past questions,Often,No,Rarely,No impact,Sometimes,Never,I performed as expected,< 120
2024-03-23 05:30:10,Male,Yobe,No formal education,Middle income,2-4 hours,2-3 times a week,Hands-on practice,Online materials,Sometimes,Yes,Sometimes,Helps somewhat,Rarely,Never,I performed as expected,200 - 270
2024-08-30 01:51:35,Female,Cross River,University,Low income,Less than 1 hour,Once a week,Hands-on practice,Textbooks,Always,Yes,Rarely,Helps somewhat,Never,Often,I performed as expected,120 - 200
2024-05-06 17:35:19,Female,Zamfara,"Postgraduate(Masters,PhD)",High income,More than 4 hours,2-3 times a week,Hands-on practice,Online materials,Often,Yes,Rarely,Hinders somewhat,Usually,Always,I performed worse than expected,200 - 270
2024-06-02 21:30:10,Female,Ekiti,Secondary school,Middle income,Less than 1 hour,4-6 times a week,Reading notes,Tutor,Sometimes,No,Never,No impact,Usually,Often,I performed worse than expected,200 - 270
2024-02-11 06:30:12,Female,Yobe,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Never,Group discussions,Textbooks,Never,No,Never,Hinders somewhat,Sometimes,Sometimes,I performed as expected,120 - 200
2024-07-31 21:14:28,Female,Ogun,University,Middle income,More than 4 hours,4-6 times a week,Hands-on practice,Past questions,Always,No,Sometimes,Hinders a lot,Always,Never,I performed better than expected,< 120
2024-01-12 05:44:19,Male,Kaduna,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Never,Group discussions,Past questions,Often,No,Sometimes,No impact,Never,Rarely,I performed worse than expected,200 - 270
2024-02-08 01:12:41,Male,Kebbi,Secondary school,Low income,Less than 1 hour,Once a week,Watching videos,Online materials,Rarely,No,Almost always,Hinders somewhat,Rarely,Sometimes,I performed better than expected,> 270
2024-08-04 02:18:16,Female,Cross River,No formal education,Low income,1-2 hours,Only before exams,Watching videos,Past questions,Never,Yes,Rarely,Helps a lot,Never,Sometimes,I performed worse than expected,200 - 270
2024-06-08 11:12:27,Male,Osun,University,Middle income,Less than 1 hour,Never,Reading notes,Textbooks,Never,Yes,Almost always,Hinders a lot,Rarely,Never,I performed worse than expected,200 - 270
2024-10-03 06:41:36,Male,Kaduna,No formal education,High income,1-2 hours,2-3 times a week,Watching videos,Online materials,Always,Yes,Always,Helps somewhat,Always,Sometimes,I performed worse than expected,120 - 200
2024-07-23 04:49:02,Female,Ondo,Primary school,Low income,More than 4 hours,Never,Watching videos,Tutor,Sometimes,No,Never,No impact,Sometimes,Sometimes,I performed better than expected,120 - 200
2024-04-07 13:23:44,Male,Nasarawa,Secondary school,Middle income,1-2 hours,2-3 times a week,Listening to lectures,Videos,Sometimes,Yes,Sometimes,Helps a lot,Sometimes,Never,I performed worse than expected,> 270
2024-09-30 10:52:40,Female,Bauchi,No formal education,High income,2-4 hours,Only before exams,Group discussions,Online materials,Always,Yes,Rarely,Hinders a lot,Always,Always,I performed as expected,> 270
2024-06-06 23:52:51,Female,Kaduna,No formal education,High income,1-2 hours,Every day,Reading notes,Textbooks,Sometimes,Yes,Always,Helps somewhat,Never,Always,I performed better than expected,120 - 200
2024-08-24 20:25:16,Male,Osun,University,Middle income,Less than 1 hour,Once a week,Listening to lectures,Past questions,Never,No,Rarely,Hinders somewhat,Never,Rarely,I performed better than expected,< 120
2024-03-04 01:15:51,Female,Borno,Secondary school,Low income,Less than 1 hour,Once a week,Hands-on practice,Textbooks,Never,No,Always,Helps a lot,Always,Never,I performed better than expected,200 - 270
2024-01-11 09:18:51,Male,Kano,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Every day,Listening to lectures,Textbooks,Rarely,No,Always,Hinders somewhat,Sometimes,Sometimes,I performed better than expected,120 - 200
2024-04-18 02:10:54,Female,Katsina,University,Low income,Less than 1 hour,Once a week,Reading notes,Past questions,Often,No,Always,Helps a lot,Rarely,Rarely,I performed worse than expected,> 270
2024-02-26 03:27:09,Female,Zamfara,Secondary school,High income,2-4 hours,Never,Watching videos,Textbooks,Often,Yes,Rarely,Helps somewhat,Rarely,Never,I performed better than expected,> 270
2024-05-27 03:17:48,Male,Jigawa,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,Only before exams,Group discussions,Textbooks,Always,Yes,Sometimes,Helps somewhat,Rarely,Rarely,I performed worse than expected,> 270
2024-01-23 05:51:10,Male,Adamawa,"Postgraduate(Masters,PhD)",High income,More than 4 hours,4-6 times a week,Listening to lectures,Online materials,Always,No,Sometimes,Helps a lot,Sometimes,Always,I performed better than expected,> 270
2024-01-15 20:48:11,Male,Katsina,Secondary school,High income,More than 4 hours,4-6 times a week,Watching videos,Tutor,Never,No,Never,Helps somewhat,Rarely,Always,I performed as expected,> 270
2024-07-07 12:04:25,Female,Ogun,No formal education,High income,Less than 1 hour,Every day,Hands-on practice,Videos,Always,No,Always,Hinders a lot,Sometimes,Sometimes,I performed worse than expected,200 - 270
2024-06-16 21:56:25,Female,Delta,Secondary school,Low income,2-4 hours,Only before exams,Watching videos,Tutor,Always,Yes,Almost always,Hinders a lot,Never,Sometimes,I performed better than expected,< 120
2024-07-03 16:36:26,Male,Plateau,Secondary school,Low income,1-2 hours,Never,Watching videos,Past questions,Often,Yes,Never,Helps a lot,Usually,Always,I performed as expected,120 - 200
2024-02-18 03:15:42,Female,Rivers,Secondary school,High income,Less than 1 hour,4-6 times a week,Group discussions,Online materials,Always,No,Rarely,Helps somewhat,Usually,Rarely,I performed better than expected,< 120
2024-02-28 19:44:27,Female,Abia,No formal education,High income,Less than 1 hour,2-3 times a week,Reading notes,Textbooks,Sometimes,Yes,Almost always,Hinders a lot,Always,Always,I performed better than expected,200 - 270
2024-05-14 21:30:19,Male,Kano,Primary school,High income,2-4 hours,Once a week,Watching videos,Videos,Sometimes,No,Always,Helps a lot,Rarely,Always,I performed better than expected,< 120
2024-09-04 09:31:11,Female,Yobe,University,Low income,2-4 hours,4-6 times a week,Group discussions,Textbooks,Often,No,Almost always,Helps somewhat,Rarely,Sometimes,I performed as expected,< 120
2024-02-19 07:10:15,Male,Yobe,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,Once a week,Watching videos,Videos,Often,No,Almost always,No impact,Usually,Never,I performed as expected,120 - 200
2024-05-10 19:06:42,Male,FCT,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,Never,Hands-on practice,Textbooks,Sometimes,Yes,Always,No impact,Never,Never,I performed worse than expected,> 270
2024-06-03 03:16:09,Female,Bauchi,University,High income,2-4 hours,Every day,Hands-on practice,Textbooks,Never,Yes,Almost always,Helps a lot,Usually,Often,I performed worse than expected,120 - 200
2024-06-26 03:57:30,Male,Abia,Primary school,High income,1-2 hours,Once a week,Listening to lectures,Videos,Never,Yes,Always,Helps somewhat,Rarely,Never,I performed worse than expected,200 - 270
2024-08-24 15:02:42,Male,Anambra,No formal education,Middle income,2-4 hours,Once a week,Hands-on practice,Videos,Always,Yes,Always,Hinders a lot,Never,Never,I performed worse than expected,120 - 200
2024-04-18 04:15:02,Male,Bauchi,Secondary school,Middle income,1-2 hours,Only before exams,Listening to lectures,Past questions,Sometimes,No,Rarely,Hinders a lot,Rarely,Sometimes,I performed worse than expected,200 - 270
2024-03-25 01:05:27,Female,Nasarawa,Secondary school,Low income,More than 4 hours,4-6 times a week,Reading notes,Past questions,Rarely,No,Sometimes,No impact,Rarely,Sometimes,I performed worse than expected,< 120
2024-05-01 07:46:58,Male,Ekiti,"Postgraduate(Masters,PhD)",High income,2-4 hours,4-6 times a week,Watching videos,Online materials,Never,No,Rarely,Helps a lot,Never,Rarely,I performed worse than expected,> 270
2024-01-12 18:42:19,Female,Kwara,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Only before exams,Group discussions,Tutor,Sometimes,Yes,Almost always,Helps somewhat,Usually,Never,I performed worse than expected,200 - 270
2024-04-10 18:23:56,Male,Bayelsa,University,Low income,More than 4 hours,Only before exams,Watching videos,Tutor,Often,Yes,Never,No impact,Usually,Never,I performed worse than expected,> 270
2024-10-04 00:04:32,Female,Kano,Primary school,Low income,2-4 hours,Never,Hands-on practice,Past questions,Rarely,No,Almost always,Helps somewhat,Usually,Sometimes,I performed worse than expected,> 270
2024-07-24 22:44:02,Male,Oyo,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Every day,Watching videos,Videos,Rarely,No,Sometimes,Helps a lot,Usually,Often,I performed as expected,< 120
2024-01-07 18:12:22,Female,Imo,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,2-3 times a week,Hands-on practice,Tutor,Sometimes,Yes,Sometimes,No impact,Sometimes,Never,I performed as expected,200 - 270
2024-07-14 08:13:28,Female,Benue,Primary school,Middle income,1-2 hours,Every day,Reading notes,Online materials,Rarely,Yes,Almost always,Helps a lot,Sometimes,Always,I performed as expected,> 270
2024-01-18 23:13:16,Female,Plateau,Secondary school,Low income,1-2 hours,Once a week,Hands-on practice,Tutor,Sometimes,Yes,Always,Hinders a lot,Never,Often,I performed worse than expected,< 120
2024-04-03 14:10:25,Female,Taraba,Secondary school,High income,More than 4 hours,Once a week,Hands-on practice,Tutor,Often,No,Almost always,Helps a lot,Never,Never,I performed worse than expected,120 - 200
2024-08-18 21:41:20,Male,Enugu,University,Low income,More than 4 hours,2-3 times a week,Reading notes,Online materials,Rarely,No,Rarely,Hinders a lot,Rarely,Rarely,I performed as expected,200 - 270
2024-07-30 23:04:59,Female,Kogi,No formal education,Middle income,2-4 hours,Once a week,Listening to lectures,Online materials,Never,No,Never,No impact,Always,Rarely,I performed as expected,> 270
2024-01-23 23:39:25,Male,Sokoto,University,Middle income,1-2 hours,4-6 times a week,Watching videos,Tutor,Rarely,No,Rarely,Helps a lot,Usually,Always,I performed better than expected,120 - 200
2024-06-28 00:54:51,Female,Kogi,Primary school,High income,More than 4 hours,Every day,Group discussions,Past questions,Rarely,Yes,Almost always,Helps somewhat,Usually,Sometimes,I performed as expected,120 - 200
2024-05-08 02:58:30,Female,Ogun,"Postgraduate(Masters,PhD)",High income,2-4 hours,Never,Watching videos,Past questions,Always,No,Never,Helps a lot,Sometimes,Sometimes,I performed as expected,200 - 270
2024-07-05 12:40:30,Male,Delta,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Never,Watching videos,Videos,Always,Yes,Never,Hinders a lot,Sometimes,Often,I performed better than expected,< 120
2024-02-14 06:11:34,Female,Kano,Secondary school,High income,2-4 hours,Once a week,Hands-on practice,Online materials,Sometimes,Yes,Almost always,No impact,Always,Rarely,I performed worse than expected,> 270
2024-08-10 07:33:09,Male,Kano,University,High income,1-2 hours,4-6 times a week,Watching videos,Textbooks,Often,No,Almost always,Hinders somewhat,Rarely,Rarely,I performed as expected,120 - 200
2024-05-18 15:21:23,Male,Yobe,No formal education,Low income,1-2 hours,Never,Group discussions,Textbooks,Sometimes,No,Almost always,Helps a lot,Usually,Never,I performed better than expected,200 - 270
2024-10-03 02:46:46,Female,Nasarawa,No formal education,Low income,1-2 hours,4-6 times a week,Listening to lectures,Videos,Often,No,Rarely,Hinders a lot,Always,Sometimes,I performed as expected,120 - 200
2024-03-23 19:37:02,Male,Taraba,University,High income,2-4 hours,Never,Group discussions,Textbooks,Sometimes,No,Always,Hinders a lot,Sometimes,Never,I performed better than expected,120 - 200
2024-03-05 11:54:38,Male,Ekiti,Secondary school,Middle income,1-2 hours,4-6 times a week,Watching videos,Videos,Rarely,No,Sometimes,No impact,Sometimes,Never,I performed as expected,200 - 270
